cscore,avg(pos),avg(neg)
2884,1.0,1.0
1206,0.3333333333333333,1.0
462,0.21428571428571427,0.9285714285714286
5390,1.0,1.0
-115,0.45454545454545453,0.9090909090909091
7108,1.0,1.0
649,0.5,1.0
3446,1.0,0.0
865,0.3333333333333333,1.0
1100,1.0,0.0
3887,1.0,1.0
813,0.0,1.0
-18,0.4823529411764706,0.7980392156862746
114,0.3511450381679389,0.8816793893129771
714,0.18181818181818182,1.0
-123,0.42857142857142855,1.0
434,0.35714285714285715,0.9285714285714286
599,0.38461538461538464,0.9230769230769231
646,0.4444444444444444,1.0
678,0.45454545454545453,0.9090909090909091
742,0.42857142857142855,1.0
1425,1.0,0.0
1474,0.0,1.0
928,0.5,1.0
5,0.36064423039425964,0.8960600033797398
1363,0.3333333333333333,1.0
6964,0.0,1.0
1331,0.5,0.5
2883,1.0,1.0
794,0.3333333333333333,0.8888888888888888
900,0.5,1.0
3498,0.0,1.0
1700,1.0,1.0
1083,1.0,1.0
1884,0.0,1.0
-215,1.0,1.0
1,0.4519377971154621,0.8951633502880938
1316,1.0,1.0
404,0.2692307692307692,0.9230769230769231
896,0.0,0.75
319,0.35135135135135137,0.972972972972973
-110,0.5454545454545454,0.8181818181818182
1118,0.0,1.0
539,0.26666666666666666,0.8
1040,1.0,1.0
1071,0.375,0.875
1875,0.0,1.0
2079,0.0,0.5
6966,1.0,0.0
1583,0.0,1.0
2062,0.0,1.0
2242,0.0,1.0
-371,0.0,1.0
2628,0.0,1.0
5559,0.0,1.0
4722,0.0,1.0
-19,0.4423913043478261,0.8326086956521739
115,0.3162393162393162,0.9145299145299145
153,0.36666666666666664,0.8933333333333333
718,0.3333333333333333,1.0
1562,1.0,1.0
3361,1.0,1.0
1074,0.5,1.0
2437,0.5,1.0
2506,0.0,1.0
1953,0.0,1.0
4593,0.0,1.0
96,0.33249370277078083,0.9168765743073047
-27,0.48299319727891155,0.81859410430839
250,0.47619047619047616,0.873015873015873
929,0.4,0.8
377,0.3076923076923077,0.9615384615384616
743,0.1111111111111111,1.0
3143,0.0,1.0
1132,0.0,1.0
859,0.0,1.0
1717,0.0,1.0
1257,1.0,1.0
1609,0.3333333333333333,0.6666666666666666
2413,0.3333333333333333,1.0
1218,0.0,1.0
1685,0.0,1.0
1367,1.0,1.0
1163,0.0,1.0
1136,0.0,1.0
-147,0.5,0.5
2915,1.0,1.0
2637,0.0,1.0
-2,0.4215854075993936,0.8448823903369358
328,0.34285714285714286,0.9142857142857143
890,0.5,1.0
1446,0.6,0.8
2050,0.5,1.0
1534,0.3333333333333333,1.0
849,0.0,1.0
1726,0.5,1.0
2396,0.0,1.0
1126,0.0,1.0
1790,0.0,1.0
1130,0.0,1.0
1279,1.0,1.0
2610,1.0,1.0
1560,1.0,1.0
185,0.4105263157894737,0.9368421052631579
375,0.3,0.8
349,0.25,0.8928571428571429
3130,1.0,1.0
-146,0.6,0.8
1054,0.3333333333333333,1.0
-173,0.6666666666666666,1.0
2228,0.0,1.0
1582,1.0,1.0
632,0.14285714285714285,1.0
2699,0.0,1.0
104,0.35563380281690143,0.9190140845070423
515,0.6,0.8
368,0.26666666666666666,0.9666666666666667
219,0.34328358208955223,0.9104477611940298
834,0.7142857142857143,1.0
944,0.5,1.0
2296,1.0,1.0
623,0.23076923076923078,1.0
1232,0.3333333333333333,1.0
1075,0.0,1.0
1151,0.3333333333333333,1.0
1436,1.0,1.0
5571,0.0,1.0
978,0.3333333333333333,0.6666666666666666
1388,0.5,1.0
214,0.43243243243243246,0.918918918918919
719,0.2222222222222222,1.0
1536,1.0,1.0
461,0.45454545454545453,0.8181818181818182
449,0.2916666666666667,1.0
1622,1.0,1.0
1284,0.0,1.0
1478,0.0,1.0
2231,0.0,1.0
538,0.25,0.9166666666666666
-151,0.42857142857142855,1.0
2921,0.0,1.0
1493,1.0,1.0
2322,1.0,1.0
1024,0.5,0.5
5093,0.0,1.0
252,0.2777777777777778,0.8703703703703703
1475,0.25,1.0
419,0.375,1.0
818,0.5,0.8333333333333334
1208,0.0,1.0
2779,0.0,1.0
593,0.3076923076923077,1.0
556,0.42857142857142855,0.9285714285714286
2707,0.0,1.0
-163,0.0,0.0
1373,0.0,1.0
3643,1.0,1.0
816,0.6666666666666666,1.0
874,1.0,1.0
1696,0.5,1.0
3449,0.0,1.0
3456,0.0,1.0
10,0.3599376994377754,0.8970141315909437
120,0.36681222707423583,0.9126637554585153
423,0.3125,1.0
945,0.0,0.25
836,0.16666666666666666,1.0
748,0.0,0.8333333333333334
-97,0.15384615384615385,0.9230769230769231
485,0.5217391304347826,1.0
500,0.5625,1.0
806,0.5,1.0
1087,0.0,1.0
1278,0.5,1.0
2288,0.0,1.0
1433,0.0,1.0
1037,0.25,1.0
2210,0.0,1.0
3936,0.0,1.0
89,0.371007371007371,0.9066339066339066
521,0.38461538461538464,0.9230769230769231
550,0.6,0.9333333333333333
-131,0.2,0.8
1666,0.0,1.0
5072,0.0,1.0
6121,0.0,1.0
2831,0.0,1.0
361,0.32,0.88
644,0.36363636363636365,1.0
2147,0.0,1.0
1045,1.0,1.0
2357,1.0,1.0
1498,0.0,1.0
364,0.30434782608695654,0.8695652173913043
537,0.4166666666666667,0.9166666666666666
452,0.375,0.9375
1588,0.0,1.0
501,0.16666666666666666,0.9166666666666666
3521,0.0,1.0
1566,0.0,1.0
870,0.6666666666666666,0.7777777777777778
1487,1.0,1.0
2305,0.5,1.0
11724,0.0,1.0
403,0.37037037037037035,0.8518518518518519
741,0.5555555555555556,1.0
923,0.25,1.0
1066,0.0,0.6666666666666666
490,0.3,1.0
-140,0.8333333333333334,0.5
1517,0.5,1.0
356,0.2608695652173913,0.8260869565217391
5716,0.0,1.0
784,0.2857142857142857,0.7142857142857143
1543,1.0,0.6666666666666666
1864,0.0,1.0
2010,0.0,1.0
871,0.3333333333333333,1.0
1822,0.3333333333333333,1.0
3567,0.0,1.0
1381,0.0,1.0
6540,0.0,1.0
975,0.5,1.0
2036,0.0,1.0
1449,0.0,1.0
1000,0.5,1.0
5309,0.0,1.0
1944,1.0,0.0
1926,0.5,1.0
128,0.3507853403141361,0.9109947643979057
1512,0.5,1.0
197,0.3,0.89
911,0.3333333333333333,1.0
464,0.47058823529411764,1.0
497,0.36363636363636365,0.7272727272727273
2670,1.0,1.0
-218,1.0,0.0
1808,1.0,1.0
1112,0.0,1.0
697,0.5,0.75
1239,0.25,1.0
3995,0.0,1.0
838,0.6666666666666666,1.0
1744,1.0,1.0
1322,0.0,1.0
85,0.35526315789473684,0.8706140350877193
106,0.3263888888888889,0.9166666666666666
575,0.3125,0.875
111,0.2717391304347826,0.8913043478260869
2464,0.0,1.0
332,0.3333333333333333,0.8333333333333334
1556,0.0,1.0
867,0.2,0.8
1228,1.0,1.0
735,0.3333333333333333,1.0
1310,0.0,1.0
815,0.25,0.75
1947,0.0,0.0
8362,0.0,1.0
1404,1.0,1.0
1456,1.0,1.0
2222,0.5,1.0
-28,0.4588235294117647,0.7952941176470588
301,0.2564102564102564,0.8974358974358975
411,0.20833333333333334,0.9166666666666666
548,0.2,0.9
-84,0.52,0.68
2934,0.0,1.0
903,0.0,1.0
-124,0.5714285714285714,0.7142857142857143
2951,1.0,1.0
5886,1.0,1.0
177,0.44642857142857145,0.9375
1435,0.5,1.0
2789,0.3333333333333333,1.0
1231,0.3333333333333333,1.0
4376,0.0,1.0
1734,0.0,1.0
-17,0.45925925925925926,0.8166666666666667
-81,0.56,0.8
797,0.3333333333333333,1.0
950,0.3333333333333333,1.0
1558,0.5,1.0
460,0.35714285714285715,0.8571428571428571
9118,1.0,1.0
1876,0.6666666666666666,1.0
1832,1.0,1.0
2090,0.0,1.0
1764,0.0,1.0
1879,1.0,0.0
2253,1.0,1.0
-46,0.5163934426229508,0.7622950819672131
179,0.34615384615384615,0.9519230769230769
441,0.23076923076923078,0.9230769230769231
-160,0.6666666666666666,0.6666666666666666
306,0.4,0.9333333333333333
448,0.25,1.0
557,0.3076923076923077,0.9230769230769231
1651,1.0,1.0
1023,0.25,1.0
563,0.14285714285714285,0.8571428571428571
1237,0.0,1.0
659,0.3,1.0
5146,0.0,1.0
4719,0.0,1.0
1251,0.0,1.0
3338,0.0,0.0
1424,0.0,1.0
224,0.29850746268656714,0.8656716417910447
48,0.3510861948142957,0.9138051857042747
67,0.3319946452476573,0.8795180722891566
673,0.4,1.0
517,0.4666666666666667,0.9333333333333333
2315,0.0,1.0
2256,0.5,1.0
1920,0.0,1.0
2353,1.0,1.0
755,0.0,1.0
953,0.0,1.0
168,0.3983050847457627,0.923728813559322
142,0.43537414965986393,0.9115646258503401
324,0.3448275862068966,0.8275862068965517
254,0.3548387096774194,0.9516129032258065
1314,1.0,1.0
1400,0.5,1.0
927,0.0,1.0
481,0.15384615384615385,0.8461538461538461
2405,1.0,1.0
1295,0.6666666666666666,1.0
8033,0.0,1.0
749,0.375,1.0
761,0.25,1.0
5615,0.0,1.0
5679,0.0,1.0
1187,0.5,1.0
4752,1.0,1.0
100,0.40522875816993464,0.8888888888888888
2503,0.0,1.0
528,0.5,1.0
247,0.3548387096774194,0.9516129032258065
992,0.25,1.0
467,0.4,0.9333333333333333
3471,0.0,1.0
105,0.3123123123123123,0.918918918918919
131,0.3492063492063492,0.8888888888888888
318,0.4146341463414634,0.926829268292683
1412,1.0,1.0
581,0.45454545454545453,1.0
-180,1.0,1.0
1013,0.0,1.0
7678,1.0,1.0
1172,1.0,1.0
3717,1.0,1.0
850,0.0,1.0
-269,0.0,0.0
294,0.2608695652173913,0.9347826086956522
2410,0.0,1.0
993,0.3333333333333333,0.6666666666666666
2115,0.0,1.0
451,0.4090909090909091,0.9545454545454546
800,0.3333333333333333,1.0
3290,0.0,1.0
1406,0.0,1.0
1765,0.5,1.0
654,0.3,0.7
2070,1.0,1.0
218,0.3488372093023256,0.8953488372093024
108,0.3310104529616725,0.8815331010452961
1079,0.25,1.0
339,0.3939393939393939,0.9696969696969697
333,0.48,0.96
1047,0.4,1.0
934,0.5,1.0
1137,0.0,1.0
4228,0.0,1.0
5160,0.0,1.0
44,0.32945499081445195,0.8971218616044091
132,0.3723849372384937,0.899581589958159
471,0.26666666666666666,1.0
309,0.4,0.9333333333333333
3006,0.0,1.0
392,0.4166666666666667,0.7916666666666666
3072,1.0,1.0
540,0.6153846153846154,0.9230769230769231
947,0.5,1.0
804,0.0,1.0
611,0.375,1.0
1332,0.5,1.0
2604,0.0,1.0
127,0.32195121951219513,0.9170731707317074
123,0.33488372093023255,0.9162790697674419
345,0.3333333333333333,0.9487179487179487
1007,0.5,1.0
641,0.4444444444444444,1.0
-103,0.9,0.8
746,0.3,0.9
1486,0.0,1.0
552,0.3333333333333333,1.0
1011,0.75,1.0
683,0.5714285714285714,0.8571428571428571
951,0.2857142857142857,1.0
1561,0.0,1.0
1815,1.0,1.0
1657,1.0,1.0
1255,0.3333333333333333,1.0
210,0.37037037037037035,0.9259259259259259
590,0.25,1.0
1117,0.0,1.0
3170,0.0,1.0
-38,0.4175257731958763,0.7628865979381443
205,0.32989690721649484,0.845360824742268
-321,1.0,0.0
1569,0.4,1.0
731,0.5,0.6666666666666666
6011,1.0,1.0
6029,1.0,1.0
2195,0.0,1.0
994,0.0,1.0
2964,1.0,0.0
3459,0.0,1.0
6467,0.0,1.0
5267,0.0,1.0
323,0.42857142857142855,0.9428571428571428
225,0.45,0.9666666666666667
352,0.3548387096774194,1.0
1866,0.5,1.0
981,0.5,1.0
682,0.25,0.75
1577,0.0,1.0
1688,0.0,1.0
559,0.2222222222222222,0.7777777777777778
1308,0.3333333333333333,1.0
1663,0.0,1.0
1244,0.3333333333333333,0.6666666666666666
1885,1.0,1.0
2052,0.5,1.0
1627,1.0,0.0
-6,0.43883150419625566,0.8358618463524855
381,0.3333333333333333,0.9583333333333334
795,0.5,1.0
249,0.41509433962264153,0.9056603773584906
688,0.4,1.0
1084,0.0,1.0
220,0.2625,0.925
383,0.2631578947368421,0.9473684210526315
822,0.375,1.0
1155,0.5,0.75
762,0.0,0.8333333333333334
1842,0.0,1.0
-199,0.0,1.0
-122,0.6666666666666666,0.8333333333333334
819,0.3333333333333333,1.0
1354,0.3333333333333333,1.0
1959,0.0,1.0
1856,0.0,1.0
2061,1.0,1.0
2899,0.0,1.0
61,0.34162162162162163,0.8897297297297297
303,0.3055555555555556,0.9444444444444444
3895,0.0,1.0
1812,0.0,1.0
1309,0.25,0.75
5596,0.0,0.0
2732,1.0,1.0
1968,1.0,1.0
1813,0.0,1.0
-57,0.4492753623188406,0.8695652173913043
-48,0.4636363636363636,0.7454545454545455
777,0.125,1.0
-114,0.42857142857142855,0.8571428571428571
1392,0.75,1.0
2335,0.0,1.0
379,0.2777777777777778,1.0
940,0.2,0.8
1348,0.5,1.0
1207,0.3333333333333333,1.0
2056,0.0,1.0
3357,0.0,1.0
995,0.75,0.75
3726,0.0,1.0
988,0.0,1.0
1745,0.5,1.0
580,0.5,1.0
8691,0.0,1.0
567,0.375,0.875
535,0.18181818181818182,1.0
4727,1.0,1.0
1925,1.0,1.0
1432,0.0,0.0
7136,1.0,1.0
337,0.3548387096774194,0.9032258064516129
213,0.2727272727272727,0.8636363636363636
-39,0.4486486486486487,0.8486486486486486
192,0.3431372549019608,0.9313725490196079
473,0.25,0.9166666666666666
454,0.5,0.9166666666666666
1880,0.6666666666666666,1.0
1264,1.0,0.5
921,0.0,0.5
440,0.46153846153846156,1.0
3967,1.0,1.0
573,0.2,1.0
1192,0.0,1.0
653,0.3333333333333333,1.0
3753,0.0,1.0
156,0.36496350364963503,0.927007299270073
1122,0.3333333333333333,0.8333333333333334
1107,0.6666666666666666,0.6666666666666666
1146,0.4,0.6
1153,0.4,0.8
-306,1.0,1.0
3488,0.0,1.0
1271,0.0,1.0
841,1.0,1.0
1524,0.0,1.0
587,0.2,1.0
846,0.4,0.8
429,0.4,0.85
-68,0.5555555555555556,0.7555555555555555
628,0.5,1.0
636,0.2857142857142857,0.7142857142857143
1340,0.6666666666666666,1.0
4723,0.0,1.0
2406,1.0,1.0
1544,0.0,1.0
283,0.3333333333333333,0.9090909090909091
160,0.3333333333333333,0.9318181818181818
715,0.5555555555555556,0.8888888888888888
-208,1.0,0.0
941,0.75,0.75
1254,0.0,1.0
1631,0.0,1.0
2580,0.0,1.0
957,0.3333333333333333,1.0
3,0.359768601589262,0.8976999976697038
576,0.35714285714285715,0.9285714285714286
1662,0.5,0.5
1227,0.0,1.0
435,0.4,0.9
2613,0.0,0.0
5356,1.0,1.0
2047,0.0,1.0
863,0.0,1.0
979,0.0,1.0
1451,0.0,1.0
982,0.5,1.0
1890,1.0,1.0
2024,1.0,1.0
2100,1.0,1.0
206,0.345679012345679,0.9012345679012346
482,0.5263157894736842,1.0
1915,1.0,1.0
2666,0.5,0.5
382,0.41935483870967744,0.9354838709677419
478,0.16666666666666666,0.9444444444444444
2202,1.0,1.0
618,0.5555555555555556,0.8888888888888888
10085,0.0,1.0
3546,0.0,1.0
6932,1.0,1.0
-188,0.0,1.0
3913,0.0,1.0
37,0.3627323821876351,0.8945092952875054
101,0.3323615160349854,0.8862973760932945
292,0.3829787234042553,0.8723404255319149
1090,0.0,1.0
-267,1.0,1.0
3083,0.0,1.0
1931,0.0,1.0
431,0.47058823529411764,1.0
1372,0.0,1.0
2359,0.0,1.0
776,1.0,1.0
1465,0.0,0.0
2466,0.0,1.0
-8,0.4493349455864571,0.8280532043530834
-14,0.4651307596513076,0.8312577833125778
83,0.32577319587628867,0.9030927835051547
362,0.4782608695652174,0.9130434782608695
-106,0.7777777777777778,0.8888888888888888
1265,0.0,1.0
2257,0.5,0.5
2351,0.0,1.0
-44,0.5511811023622047,0.7952755905511811
-73,0.6,0.8
919,0.5,1.0
-63,0.5294117647058824,0.8627450980392157
491,0.3333333333333333,0.9333333333333333
3447,0.0,1.0
905,0.0,1.0
1366,1.0,1.0
2251,0.5,1.0
12,0.36387298282144714,0.8985424258198855
-33,0.4044943820224719,0.8614232209737828
200,0.4024390243902439,0.9390243902439024
295,0.4339622641509434,0.9433962264150944
355,0.4166666666666667,0.875
3270,0.0,1.0
1044,0.25,1.0
952,0.0,0.8333333333333334
2440,1.0,1.0
2111,0.0,1.0
655,0.4,1.0
1466,0.5,1.0
8172,1.0,1.0
2102,0.0,1.0
2306,0.5,0.5
5337,1.0,1.0
141,0.3353658536585366,0.8841463414634146
543,0.38461538461538464,0.9230769230769231
826,0.625,0.625
855,0.0,1.0
288,0.2972972972972973,1.0
879,0.2,1.0
2087,0.0,1.0
1296,0.25,1.0
2856,0.0,1.0
942,0.3333333333333333,1.0
1747,0.0,1.0
55,0.34843205574912894,0.8972125435540069
373,0.4482758620689655,0.9310344827586207
943,0.0,1.0
544,0.4444444444444444,1.0
1464,0.5,1.0
614,0.09090909090909091,1.0
1538,1.0,1.0
922,0.0,1.0
5223,0.0,1.0
1397,1.0,0.5
2565,0.0,1.0
4364,0.0,1.0
74,0.35772357723577236,0.9170731707317074
-72,0.5333333333333333,0.8
280,0.4375,0.90625
322,0.40540540540540543,0.972972972972973
492,0.4666666666666667,1.0
390,0.36,0.76
1378,0.5,1.0
664,0.45454545454545453,0.9090909090909091
996,0.2,0.8
2515,0.0,1.0
2045,1.0,1.0
1387,0.0,1.0
893,0.0,1.0
1289,0.0,1.0
-156,0.3333333333333333,1.0
872,0.75,1.0
1102,0.0,1.0
1584,1.0,1.0
5349,0.0,1.0
8,0.3602304730899413,0.8975531612536496
62,0.33568904593639576,0.9057714958775029
1143,0.25,1.0
658,0.25,1.0
182,0.32558139534883723,0.9186046511627907
334,0.47058823529411764,0.9117647058823529
3483,1.0,1.0
668,0.26666666666666666,1.0
512,0.3125,1.0
2302,0.0,1.0
1245,0.5,1.0
1062,0.5,1.0
2640,0.5,1.0
1506,0.0,1.0
3134,1.0,1.0
1261,0.0,1.0
1664,0.0,1.0
11499,0.0,1.0
1120,0.0,1.0
1225,0.0,1.0
2682,1.0,0.5
1058,0.5,1.0
6315,1.0,1.0
2990,1.0,1.0
-350,0.0,1.0
1355,0.0,1.0
1910,1.0,1.0
1798,0.0,1.0
186,0.3695652173913043,0.9347826086956522
1327,0.0,1.0
910,0.8,1.0
1758,0.0,1.0
1113,0.3333333333333333,1.0
1707,1.0,1.0
1096,0.5,1.0
1345,0.0,1.0
8668,1.0,1.0
4468,0.0,1.0
331,0.3103448275862069,0.8620689655172413
-70,0.5526315789473685,0.8947368421052632
5959,0.0,1.0
710,0.2727272727272727,1.0
1166,1.0,1.0
8531,0.0,1.0
11233,1.0,1.0
772,0.5,1.0
1186,0.0,1.0
2829,1.0,1.0
-212,0.3333333333333333,0.6666666666666666
1154,0.6,0.6
1619,0.25,1.0
8080,0.0,0.0
2965,1.0,1.0
1481,0.5,1.0
1655,0.0,1.0
1468,0.0,1.0
171,0.36363636363636365,0.946969696969697
792,0.5,1.0
-37,0.53125,0.8348214285714286
631,0.2727272727272727,0.8181818181818182
480,0.35294117647058826,0.8823529411764706
1518,0.0,1.0
2117,0.0,1.0
906,0.5,1.0
747,0.2857142857142857,0.8571428571428571
5863,1.0,0.0
2025,1.0,1.0
1491,0.0,1.0
11,0.3611519771744461,0.8983549551959342
49,0.3508771929824561,0.893211289092296
437,0.4375,1.0
775,0.3333333333333333,0.6666666666666666
290,0.28125,0.90625
1341,0.5,0.5
514,0.3,0.9
2592,1.0,1.0
591,0.16666666666666666,0.8333333333333334
1091,1.0,1.0
803,0.0,1.0
4813,0.0,1.0
716,0.5,0.75
2730,0.0,1.0
1291,1.0,1.0
4330,1.0,1.0
35,0.3427230046948357,0.903755868544601
1080,0.0,1.0
2104,0.0,1.0
639,0.5,0.875
3014,0.0,1.0
560,0.375,0.875
1125,0.8,1.0
3710,1.0,1.0
1496,0.0,1.0
4824,0.0,1.0
507,0.4166666666666667,0.9166666666666666
-54,0.46551724137931033,0.8620689655172413
1034,0.25,0.75
371,0.3333333333333333,0.8888888888888888
4740,0.0,1.0
1035,0.0,1.0
1209,0.0,1.0
1339,0.0,1.0
5037,0.0,1.0
1138,0.6666666666666666,1.0
2011,0.0,1.0
1393,0.0,1.0
3203,0.0,1.0
166,0.36134453781512604,0.8571428571428571
-12,0.4565826330532213,0.8300653594771242
260,0.3,0.92
2904,1.0,1.0
753,0.0,0.8
1001,0.6666666666666666,1.0
468,0.2222222222222222,0.8333333333333334
801,0.3333333333333333,1.0
740,0.25,0.875
1167,0.0,1.0
3037,1.0,1.0
2058,1.0,1.0
8168,0.0,1.0
1419,1.0,1.0
1648,0.0,1.0
2089,1.0,0.0
2179,1.0,1.0
80,0.366412213740458,0.9045801526717557
774,0.2857142857142857,0.7142857142857143
-105,0.18181818181818182,1.0
622,0.4666666666666667,0.9333333333333333
807,0.3333333333333333,0.6666666666666666
1679,0.0,1.0
778,0.16666666666666666,1.0
2569,1.0,1.0
2254,1.0,1.0
1402,0.0,0.0
1448,0.0,1.0
6884,1.0,1.0
2761,0.0,1.0
-4,0.42818319073980876,0.8431806743834928
-87,0.21052631578947367,0.7368421052631579
321,0.28125,0.9375
1418,1.0,1.0
400,0.3333333333333333,0.9444444444444444
327,0.32142857142857145,1.0
4175,0.0,1.0
380,0.5555555555555556,0.9444444444444444
829,0.4444444444444444,0.8888888888888888
1179,0.0,1.0
785,0.2857142857142857,1.0
2896,0.0,1.0
750,0.16666666666666666,0.8333333333333334
1171,0.5,0.75
886,0.25,1.0
2519,0.0,1.0
-260,0.0,1.0
5047,1.0,1.0
1235,0.0,1.0
199,0.35051546391752575,0.9175257731958762
477,0.35714285714285715,0.9285714285714286
1337,1.0,1.0
3712,1.0,1.0
-144,0.8,0.8
1364,0.5,1.0
1335,0.5,1.0
3030,0.0,1.0
1161,0.3333333333333333,1.0
2344,0.0,1.0
2,0.36468792908157877,0.8963175012474096
465,0.3157894736842105,1.0
269,0.47619047619047616,0.9047619047619048
2513,0.0,1.0
4814,0.0,1.0
518,0.25,1.0
5750,1.0,1.0
1379,1.0,1.0
2145,0.0,1.0
1589,0.0,1.0
4721,0.5,0.5
2144,1.0,1.0
-10,0.44221105527638194,0.8302225412778177
66,0.37225274725274726,0.9148351648351648
-53,0.4418604651162791,0.8255813953488372
154,0.2905405405405405,0.8918918918918919
265,0.3125,0.8958333333333334
432,0.3333333333333333,0.9047619047619048
1303,0.0,1.0
1954,0.0,1.0
1031,0.0,1.0
3082,0.0,1.0
1802,0.0,1.0
1063,1.0,1.0
4265,0.0,1.0
-137,1.0,1.0
520,0.5333333333333333,0.8
8100,0.0,0.0
508,0.5384615384615384,1.0
657,0.42857142857142855,1.0
1306,0.0,1.0
884,0.6666666666666666,1.0
3077,1.0,1.0
1489,0.5,1.0
-174,1.0,1.0
3079,0.0,1.0
162,0.330188679245283,0.9622641509433962
967,0.25,0.5
244,0.35294117647058826,0.8431372549019608
344,0.25,0.9166666666666666
954,0.5714285714285714,0.8571428571428571
4634,0.0,1.0
-78,0.4666666666666667,0.6666666666666666
1752,0.5,1.0
689,0.2857142857142857,1.0
869,0.0,1.0
3600,0.0,0.0
1699,0.5,1.0
2395,0.0,1.0
615,0.14285714285714285,1.0
1234,0.3333333333333333,1.0
1593,1.0,1.0
1399,0.0,1.0
1292,1.0,1.0
1198,0.0,1.0
2248,0.5,1.0
2728,0.0,1.0
2754,0.0,1.0
428,0.3333333333333333,1.0
433,0.3,0.95
525,0.4,0.9333333333333333
553,0.3333333333333333,1.0
2744,1.0,1.0
1438,0.0,1.0
2938,0.0,1.0
1515,1.0,1.0
1933,1.0,1.0
3172,0.0,1.0
164,0.2708333333333333,0.9166666666666666
-34,0.43450479233226835,0.7571884984025559
711,0.42857142857142855,1.0
605,0.25,0.75
821,0.2857142857142857,1.0
